video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,required_area_count,review_quality,detection_mode,candidate_group_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_count,two_area_proxy,component_area,component_max_luma,contrast_delta,distance_from_reticle_px,edge_margin_px,max_component_separation_px,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689168.mp4,DOW-UAP-PR49,101,101.0,3030,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,808.0,510.4,794,505,26,14,1,yes,166,255,237.0,154.88,430.38,0.0,1425.288,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0101_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0101_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,102,102.0,3060,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,812.6,517.4,797,512,29,15,1,yes,215,255,237.0,149.12,437.4,0.0,1466.112,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0102_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0102_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,103,103.0,3090,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,818.6,524.3,803,520,29,13,1,yes,212,255,237.0,142.28,444.28,0.0,1471.767,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0103_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0103_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,104,104.0,3120,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,825.8,526.8,811,523,33,13,3,yes,156,254,236.0,134.88,446.8,17.22,1793.783,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0104_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0104_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,105,105.0,3150,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,871.5,523.9,856,520,28,12,1,yes,156,255,236.0,89.95,443.9,0.0,1418.307,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0105_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0105_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,106,106.0,3180,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,overlay-suppressed,1,897.1,502.4,894,501,7,4,1,no,27,233,215.0,73.25,422.44,0.0,1196.618,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0106_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0106_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,107,107.0,3210,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,2,898.3,477.0,885,472,26,15,1,yes,161,255,236.0,88.21,397.0,0.0,1420.43,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0107_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0107_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,108,108.0,3240,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,888.5,482.6,874,477,26,15,2,yes,154,254,236.0,91.68,402.58,13.55,2676.453,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0108_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0108_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,109,109.0,3270,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,877.9,490.1,863,485,26,15,1,yes,172,251,232.0,96.03,410.14,0.0,1412.767,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0109_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0109_patch.jpg

